Codi_Barri,Nom_Barri,Data_Revisio,Codi_Grup_Activitat,Nom_Grup_Activitat
11,el Poble Sec,2021-04-08T00:00:00,16,Altres
11,el Poble Sec,2021-04-08T00:00:00,9,Ensenyament
11,el Poble Sec,2021-04-08T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
11,el Poble Sec,2021-04-08T00:00:00,1,Quotidià alimentari
11,el Poble Sec,2021-04-08T00:00:00,16,Altres
11,el Poble Sec,2021-04-08T00:00:00,0,Grup no definit
23,Sarrià,2022-07-11T00:00:00,15,Sanitat i assistència
39,Sant Genís dels Agudells,2022-08-04T00:00:00,1,Quotidià alimentari
1,el Raval,2021-09-27T00:00:00,17,Altres
39,Sant Genís dels Agudells,2022-08-04T00:00:00,2,Quotidià no alimentari
27,el Putxet i el Farró,2021-12-16T00:00:00,17,Altres
27,el Putxet i el Farró,2021-12-16T00:00:00,0,Grup no definit
27,el Putxet i el Farró,2021-12-16T00:00:00,16,Altres
27,el Putxet i el Farró,2021-12-16T00:00:00,17,Altres
27,el Putxet i el Farró,2021-12-16T00:00:00,0,Grup no definit
27,el Putxet i el Farró,2021-12-16T00:00:00,9,Ensenyament
1,el Raval,2021-09-27T00:00:00,17,Altres
1,el Raval,2021-09-27T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
1,el Raval,2021-09-27T00:00:00,17,Altres
1,el Raval,2021-09-27T00:00:00,0,Grup no definit
1,el Raval,2021-09-27T00:00:00,0,Grup no definit
1,el Raval,2021-09-27T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
1,el Raval,2021-09-27T00:00:00,4,Equipament personal
1,el Raval,2021-09-27T00:00:00,2,Quotidià no alimentari
1,el Raval,2021-09-27T00:00:00,4,Equipament personal
1,el Raval,2021-09-27T00:00:00,4,Equipament personal
1,el Raval,2021-09-27T00:00:00,0,Grup no definit
1,el Raval,2021-09-27T00:00:00,4,Equipament personal
1,el Raval,2021-09-27T00:00:00,4,Equipament personal
1,el Raval,2021-09-27T00:00:00,0,Grup no definit
1,el Raval,2021-09-27T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
1,el Raval,2021-09-27T00:00:00,4,Equipament personal
1,el Raval,2021-09-27T00:00:00,4,Equipament personal
1,el Raval,2021-09-27T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
1,el Raval,2021-09-27T00:00:00,17,Altres
1,el Raval,2021-09-27T00:00:00,17,Altres
1,el Raval,2021-09-27T00:00:00,5,Oci i cultura
1,el Raval,2021-09-27T00:00:00,4,Equipament personal
1,el Raval,2021-09-27T00:00:00,0,Grup no definit
1,el Raval,2021-09-27T00:00:00,9,Ensenyament
1,el Raval,2021-09-27T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
1,el Raval,2021-09-27T00:00:00,16,Altres
1,el Raval,2021-09-27T00:00:00,16,Altres
1,el Raval,2021-09-27T00:00:00,16,Altres
1,el Raval,2021-09-27T00:00:00,16,Altres
1,el Raval,2021-09-27T00:00:00,17,Altres
15,Hostafrancs,2021-09-14T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
15,Hostafrancs,2021-09-14T00:00:00,16,Altres
15,Hostafrancs,2021-09-14T00:00:00,7,Altres
15,Hostafrancs,2021-09-14T00:00:00,3,Parament de la llar
15,Hostafrancs,2021-09-14T00:00:00,16,Altres
15,Hostafrancs,2021-09-14T00:00:00,17,Altres
15,Hostafrancs,2021-09-14T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
15,Hostafrancs,2021-09-14T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
15,Hostafrancs,2021-09-14T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
24,les Tres Torres,2021-11-22T00:00:00,15,Sanitat i assistència
25,Sant Gervasi - la Bonanova,2021-05-04T00:00:00,16,Altres
24,les Tres Torres,2021-11-22T00:00:00,2,Quotidià no alimentari
24,les Tres Torres,2021-11-22T00:00:00,16,Altres
25,Sant Gervasi - la Bonanova,2021-05-04T00:00:00,16,Altres
25,Sant Gervasi - la Bonanova,2021-05-04T00:00:00,16,Altres
25,Sant Gervasi - la Bonanova,2021-05-04T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
25,Sant Gervasi - la Bonanova,2021-05-04T00:00:00,16,Altres
20,la Maternitat i Sant Ramon,2022-07-21T00:00:00,16,Altres
25,Sant Gervasi - la Bonanova,2021-05-04T00:00:00,4,Equipament personal
25,Sant Gervasi - la Bonanova,2021-05-04T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
20,la Maternitat i Sant Ramon,2022-07-21T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
20,la Maternitat i Sant Ramon,2022-07-21T00:00:00,3,Parament de la llar
20,la Maternitat i Sant Ramon,2022-07-21T00:00:00,16,Altres
20,la Maternitat i Sant Ramon,2022-07-21T00:00:00,16,Altres
20,la Maternitat i Sant Ramon,2022-07-21T00:00:00,16,Altres
20,la Maternitat i Sant Ramon,2022-07-21T00:00:00,17,Altres
20,la Maternitat i Sant Ramon,2022-07-21T00:00:00,1,Quotidià alimentari
44,Vilapicina i la Torre Llobeta,2021-08-03T00:00:00,16,Altres
44,Vilapicina i la Torre Llobeta,2021-08-03T00:00:00,5,Oci i cultura
44,Vilapicina i la Torre Llobeta,2021-08-03T00:00:00,9,Ensenyament
44,Vilapicina i la Torre Llobeta,2021-08-03T00:00:00,0,Grup no definit
44,Vilapicina i la Torre Llobeta,2021-08-03T00:00:00,9,Ensenyament
44,Vilapicina i la Torre Llobeta,2021-08-03T00:00:00,15,Sanitat i assistència
44,Vilapicina i la Torre Llobeta,2021-08-03T00:00:00,16,Altres
44,Vilapicina i la Torre Llobeta,2021-08-03T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
44,Vilapicina i la Torre Llobeta,2021-08-03T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
44,Vilapicina i la Torre Llobeta,2021-08-03T00:00:00,17,Altres
44,Vilapicina i la Torre Llobeta,2021-08-03T00:00:00,12,"Manteniment, neteja i producció"
44,Vilapicina i la Torre Llobeta,2021-08-03T00:00:00,17,Altres
44,Vilapicina i la Torre Llobeta,2021-08-03T00:00:00,17,Altres
44,Vilapicina i la Torre Llobeta,2021-08-03T00:00:00,15,Sanitat i assistència
44,Vilapicina i la Torre Llobeta,2021-08-03T00:00:00,16,Altres
44,Vilapicina i la Torre Llobeta,2021-08-03T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
45,Porta,2021-07-13T00:00:00,15,Sanitat i assistència
45,Porta,2021-07-13T00:00:00,16,Altres
45,Porta,2021-07-13T00:00:00,1,Quotidià alimentari
45,Porta,2021-07-13T00:00:00,17,Altres
45,Porta,2021-07-13T00:00:00,16,Altres
45,Porta,2021-07-13T00:00:00,17,Altres
45,Porta,2021-07-13T00:00:00,5,Oci i cultura
45,Porta,2021-07-13T00:00:00,16,Altres
45,Porta,2021-07-13T00:00:00,1,Quotidià alimentari
45,Porta,2021-07-13T00:00:00,9,Ensenyament
45,Porta,2021-07-13T00:00:00,9,Ensenyament
45,Porta,2021-07-13T00:00:00,3,Parament de la llar
45,Porta,2021-07-13T00:00:00,0,Grup no definit
45,Porta,2021-07-13T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
45,Porta,2021-07-13T00:00:00,16,Altres
45,Porta,2021-07-13T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
45,Porta,2021-07-13T00:00:00,1,Quotidià alimentari
45,Porta,2021-07-13T00:00:00,16,Altres
45,Porta,2021-07-13T00:00:00,17,Altres
1,el Raval,2022-02-14T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
64,el Camp de l'Arpa del Clot,2022-05-03T00:00:00,16,Altres
64,el Camp de l'Arpa del Clot,2022-05-03T00:00:00,16,Altres
64,el Camp de l'Arpa del Clot,2022-05-03T00:00:00,9,Ensenyament
64,el Camp de l'Arpa del Clot,2022-05-03T00:00:00,17,Altres
6,la Sagrada Família,2021-03-16T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
64,el Camp de l'Arpa del Clot,2022-05-03T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
64,el Camp de l'Arpa del Clot,2022-05-03T00:00:00,16,Altres
64,el Camp de l'Arpa del Clot,2022-05-03T00:00:00,0,Grup no definit
64,el Camp de l'Arpa del Clot,2021-05-27T00:00:00,16,Altres
64,el Camp de l'Arpa del Clot,2021-05-27T00:00:00,17,Altres
64,el Camp de l'Arpa del Clot,2021-05-27T00:00:00,17,Altres
64,el Camp de l'Arpa del Clot,2021-05-27T00:00:00,0,Grup no definit
64,el Camp de l'Arpa del Clot,2021-05-27T00:00:00,17,Altres
64,el Camp de l'Arpa del Clot,2021-05-27T00:00:00,9,Ensenyament
64,el Camp de l'Arpa del Clot,2021-05-27T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
6,la Sagrada Família,2021-03-16T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
64,el Camp de l'Arpa del Clot,2021-05-27T00:00:00,2,Quotidià no alimentari
64,el Camp de l'Arpa del Clot,2021-05-27T00:00:00,0,Grup no definit
64,el Camp de l'Arpa del Clot,2021-05-27T00:00:00,1,Quotidià alimentari
64,el Camp de l'Arpa del Clot,2021-05-27T00:00:00,0,Grup no definit
64,el Camp de l'Arpa del Clot,2021-05-27T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
64,el Camp de l'Arpa del Clot,2021-05-27T00:00:00,16,Altres
64,el Camp de l'Arpa del Clot,2021-05-27T00:00:00,8,Activitats immobiliàries
64,el Camp de l'Arpa del Clot,2021-05-27T00:00:00,16,Altres
64,el Camp de l'Arpa del Clot,2021-05-27T00:00:00,0,Grup no definit
6,la Sagrada Família,2021-03-16T00:00:00,2,Quotidià no alimentari
6,la Sagrada Família,2021-03-16T00:00:00,16,Altres
64,el Camp de l'Arpa del Clot,2021-05-27T00:00:00,15,Sanitat i assistència
64,el Camp de l'Arpa del Clot,2021-05-27T00:00:00,16,Altres
6,la Sagrada Família,2021-03-16T00:00:00,16,Altres
6,la Sagrada Família,2021-03-16T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
6,la Sagrada Família,2021-03-16T00:00:00,16,Altres
6,la Sagrada Família,2021-03-16T00:00:00,16,Altres
6,la Sagrada Família,2021-03-16T00:00:00,0,Grup no definit
6,la Sagrada Família,2021-03-16T00:00:00,16,Altres
6,la Sagrada Família,2021-03-16T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
6,la Sagrada Família,2021-03-16T00:00:00,1,Quotidià alimentari
6,la Sagrada Família,2021-03-16T00:00:00,0,Grup no definit
6,la Sagrada Família,2021-03-16T00:00:00,16,Altres
6,la Sagrada Família,2021-03-16T00:00:00,16,Altres
6,la Sagrada Família,2021-03-16T00:00:00,16,Altres
6,la Sagrada Família,2021-03-16T00:00:00,16,Altres
6,la Sagrada Família,2021-03-16T00:00:00,5,Oci i cultura
6,la Sagrada Família,2021-03-16T00:00:00,0,Grup no definit
6,la Sagrada Família,2021-03-16T00:00:00,17,Altres
6,la Sagrada Família,2021-03-16T00:00:00,1,Quotidià alimentari
6,la Sagrada Família,2021-03-16T00:00:00,16,Altres
6,la Sagrada Família,2021-03-16T00:00:00,0,Grup no definit
6,la Sagrada Família,2021-03-16T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
6,la Sagrada Família,2021-03-16T00:00:00,9,Ensenyament
6,la Sagrada Família,2021-03-16T00:00:00,17,Altres
6,la Sagrada Família,2021-03-16T00:00:00,17,Altres
6,la Sagrada Família,2021-03-16T00:00:00,16,Altres
6,la Sagrada Família,2021-03-16T00:00:00,16,Altres
6,la Sagrada Família,2021-03-16T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
6,la Sagrada Família,2021-03-16T00:00:00,1,Quotidià alimentari
6,la Sagrada Família,2021-03-16T00:00:00,12,"Manteniment, neteja i producció"
6,la Sagrada Família,2021-03-16T00:00:00,0,Grup no definit
64,el Camp de l'Arpa del Clot,2022-05-03T00:00:00,0,Grup no definit
64,el Camp de l'Arpa del Clot,2022-05-03T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
6,la Sagrada Família,2021-03-16T00:00:00,16,Altres
6,la Sagrada Família,2021-03-16T00:00:00,11,Finances i assegurances
6,la Sagrada Família,2021-03-16T00:00:00,5,Oci i cultura
64,el Camp de l'Arpa del Clot,2022-05-03T00:00:00,3,Parament de la llar
64,el Camp de l'Arpa del Clot,2022-05-03T00:00:00,17,Altres
64,el Camp de l'Arpa del Clot,2022-05-03T00:00:00,2,Quotidià no alimentari
32,el Camp d'en Grassot i Gràcia Nova,2022-02-08T00:00:00,8,Activitats immobiliàries
32,el Camp d'en Grassot i Gràcia Nova,2022-02-07T00:00:00,3,Parament de la llar
32,el Camp d'en Grassot i Gràcia Nova,2022-02-08T00:00:00,16,Altres
32,el Camp d'en Grassot i Gràcia Nova,2022-02-08T00:00:00,15,Sanitat i assistència
33,el Baix Guinardó,2022-04-07T00:00:00,15,Sanitat i assistència
32,el Camp d'en Grassot i Gràcia Nova,2022-02-08T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
32,el Camp d'en Grassot i Gràcia Nova,2022-02-08T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
32,el Camp d'en Grassot i Gràcia Nova,2022-02-08T00:00:00,15,Sanitat i assistència
32,el Camp d'en Grassot i Gràcia Nova,2022-02-08T00:00:00,15,Sanitat i assistència
32,el Camp d'en Grassot i Gràcia Nova,2022-02-08T00:00:00,1,Quotidià alimentari
32,el Camp d'en Grassot i Gràcia Nova,2022-02-08T00:00:00,17,Altres
31,la Vila de Gràcia,2022-01-21T00:00:00,9,Ensenyament
32,el Camp d'en Grassot i Gràcia Nova,2022-02-08T00:00:00,1,Quotidià alimentari
32,el Camp d'en Grassot i Gràcia Nova,2022-02-08T00:00:00,16,Altres
32,el Camp d'en Grassot i Gràcia Nova,2022-02-08T00:00:00,5,Oci i cultura
32,el Camp d'en Grassot i Gràcia Nova,2022-02-07T00:00:00,3,Parament de la llar
32,el Camp d'en Grassot i Gràcia Nova,2022-02-07T00:00:00,17,Altres
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,16,Altres
31,la Vila de Gràcia,2022-01-20T00:00:00,9,Ensenyament
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,0,Grup no definit
32,el Camp d'en Grassot i Gràcia Nova,2022-02-07T00:00:00,0,Grup no definit
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
32,el Camp d'en Grassot i Gràcia Nova,2022-02-07T00:00:00,12,"Manteniment, neteja i producció"
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,17,Altres
33,el Baix Guinardó,2022-04-07T00:00:00,0,Grup no definit
33,el Baix Guinardó,2022-04-07T00:00:00,3,Parament de la llar
33,el Baix Guinardó,2022-04-07T00:00:00,3,Parament de la llar
33,el Baix Guinardó,2022-04-07T00:00:00,9,Ensenyament
33,el Baix Guinardó,2022-04-07T00:00:00,17,Altres
33,el Baix Guinardó,2022-04-07T00:00:00,16,Altres
33,el Baix Guinardó,2022-04-07T00:00:00,17,Altres
33,el Baix Guinardó,2022-04-07T00:00:00,0,Grup no definit
33,el Baix Guinardó,2022-04-07T00:00:00,0,Grup no definit
33,el Baix Guinardó,2022-04-06T00:00:00,17,Altres
33,el Baix Guinardó,2022-04-06T00:00:00,17,Altres
31,la Vila de Gràcia,2022-01-21T00:00:00,17,Altres
33,el Baix Guinardó,2022-04-06T00:00:00,0,Grup no definit
33,el Baix Guinardó,2022-04-06T00:00:00,16,Altres
31,la Vila de Gràcia,2022-01-20T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
31,la Vila de Gràcia,2022-01-21T00:00:00,16,Altres
31,la Vila de Gràcia,2022-01-20T00:00:00,9,Ensenyament
31,la Vila de Gràcia,2022-01-20T00:00:00,16,Altres
31,la Vila de Gràcia,2022-01-21T00:00:00,9,Ensenyament
31,la Vila de Gràcia,2022-01-20T00:00:00,16,Altres
31,la Vila de Gràcia,2022-01-20T00:00:00,9,Ensenyament
31,la Vila de Gràcia,2022-01-21T00:00:00,1,Quotidià alimentari
31,la Vila de Gràcia,2022-01-20T00:00:00,1,Quotidià alimentari
31,la Vila de Gràcia,2022-01-21T00:00:00,17,Altres
31,la Vila de Gràcia,2022-01-21T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
31,la Vila de Gràcia,2022-01-20T00:00:00,4,Equipament personal
31,la Vila de Gràcia,2022-01-21T00:00:00,17,Altres
31,la Vila de Gràcia,2022-01-20T00:00:00,11,Finances i assegurances
31,la Vila de Gràcia,2022-01-21T00:00:00,16,Altres
31,la Vila de Gràcia,2022-01-21T00:00:00,8,Activitats immobiliàries
31,la Vila de Gràcia,2022-01-21T00:00:00,15,Sanitat i assistència
31,la Vila de Gràcia,2022-01-20T00:00:00,17,Altres
31,la Vila de Gràcia,2022-01-21T00:00:00,16,Altres
31,la Vila de Gràcia,2022-01-20T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
31,la Vila de Gràcia,2022-01-21T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
31,la Vila de Gràcia,2022-01-21T00:00:00,9,Ensenyament
31,la Vila de Gràcia,2022-01-20T00:00:00,9,Ensenyament
31,la Vila de Gràcia,2022-01-21T00:00:00,17,Altres
31,la Vila de Gràcia,2022-01-20T00:00:00,8,Activitats immobiliàries
31,la Vila de Gràcia,2022-01-21T00:00:00,0,Grup no definit
31,la Vila de Gràcia,2022-01-21T00:00:00,9,Ensenyament
32,el Camp d'en Grassot i Gràcia Nova,2022-02-07T00:00:00,16,Altres
32,el Camp d'en Grassot i Gràcia Nova,2022-02-07T00:00:00,0,Grup no definit
32,el Camp d'en Grassot i Gràcia Nova,2022-02-07T00:00:00,5,Oci i cultura
32,el Camp d'en Grassot i Gràcia Nova,2022-02-07T00:00:00,1,Quotidià alimentari
32,el Camp d'en Grassot i Gràcia Nova,2022-02-07T00:00:00,16,Altres
32,el Camp d'en Grassot i Gràcia Nova,2022-02-07T00:00:00,1,Quotidià alimentari
32,el Camp d'en Grassot i Gràcia Nova,2022-02-08T00:00:00,7,Altres
31,la Vila de Gràcia,2022-01-18T00:00:00,0,Grup no definit
31,la Vila de Gràcia,2022-01-18T00:00:00,16,Altres
31,la Vila de Gràcia,2022-01-19T00:00:00,5,Oci i cultura
31,la Vila de Gràcia,2022-01-19T00:00:00,16,Altres
31,la Vila de Gràcia,2022-01-17T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
31,la Vila de Gràcia,2022-01-17T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
31,la Vila de Gràcia,2022-01-17T00:00:00,2,Quotidià no alimentari
31,la Vila de Gràcia,2022-01-17T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
31,la Vila de Gràcia,2022-01-17T00:00:00,1,Quotidià alimentari
31,la Vila de Gràcia,2022-01-17T00:00:00,0,Grup no definit
31,la Vila de Gràcia,2022-01-17T00:00:00,0,Grup no definit
31,la Vila de Gràcia,2022-01-17T00:00:00,16,Altres
31,la Vila de Gràcia,2022-01-17T00:00:00,5,Oci i cultura
31,la Vila de Gràcia,2022-01-19T00:00:00,17,Altres
31,la Vila de Gràcia,2022-01-19T00:00:00,10,Equipaments culturals i recreatius
31,la Vila de Gràcia,2022-01-17T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
31,la Vila de Gràcia,2022-01-19T00:00:00,10,Equipaments culturals i recreatius
56,Vallbona,2022-09-06T00:00:00,16,Altres
56,Vallbona,2022-09-06T00:00:00,16,Altres
13,la Marina de Port,2022-08-02T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
13,la Marina de Port,2022-08-02T00:00:00,5,Oci i cultura
13,la Marina de Port,2022-08-02T00:00:00,16,Altres
13,la Marina de Port,2022-08-02T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
13,la Marina de Port,2022-08-02T00:00:00,17,Altres
13,la Marina de Port,2022-08-02T00:00:00,1,Quotidià alimentari
13,la Marina de Port,2022-08-02T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
13,la Marina de Port,2022-08-02T00:00:00,17,Altres
13,la Marina de Port,2022-08-02T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
13,la Marina de Port,2022-08-02T00:00:00,1,Quotidià alimentari
68,el Poblenou,2022-07-05T00:00:00,17,Altres
13,la Marina de Port,2022-08-02T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
13,la Marina de Port,2022-08-02T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
13,la Marina de Port,2022-08-02T00:00:00,17,Altres
13,la Marina de Port,2022-08-02T00:00:00,1,Quotidià alimentari
13,la Marina de Port,2022-08-02T00:00:00,11,Finances i assegurances
13,la Marina de Port,2022-08-02T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
13,la Marina de Port,2022-08-02T00:00:00,1,Quotidià alimentari
13,la Marina de Port,2022-08-02T00:00:00,3,Parament de la llar
13,la Marina de Port,2022-08-02T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
13,la Marina de Port,2022-08-02T00:00:00,16,Altres
13,la Marina de Port,2022-08-02T00:00:00,1,Quotidià alimentari
13,la Marina de Port,2022-08-02T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
13,la Marina de Port,2022-08-02T00:00:00,2,Quotidià no alimentari
67,la Vila Olímpica del Poblenou,2022-06-23T00:00:00,16,Altres
67,la Vila Olímpica del Poblenou,2022-06-23T00:00:00,17,Altres
67,la Vila Olímpica del Poblenou,2022-06-23T00:00:00,16,Altres
67,la Vila Olímpica del Poblenou,2022-06-23T00:00:00,1,Quotidià alimentari
67,la Vila Olímpica del Poblenou,2022-06-23T00:00:00,16,Altres
68,el Poblenou,2022-07-06T00:00:00,17,Altres
67,la Vila Olímpica del Poblenou,2022-06-23T00:00:00,16,Altres
68,el Poblenou,2022-07-06T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
67,la Vila Olímpica del Poblenou,2022-07-01T00:00:00,1,Quotidià alimentari
68,el Poblenou,2022-07-07T00:00:00,16,Altres
68,el Poblenou,2022-07-06T00:00:00,17,Altres
68,el Poblenou,2022-07-06T00:00:00,3,Parament de la llar
68,el Poblenou,2022-07-06T00:00:00,17,Altres
67,la Vila Olímpica del Poblenou,2022-06-23T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
68,el Poblenou,2022-07-06T00:00:00,0,Grup no definit
68,el Poblenou,2022-07-06T00:00:00,17,Altres
68,el Poblenou,2022-07-05T00:00:00,17,Altres
68,el Poblenou,2022-07-05T00:00:00,4,Equipament personal
68,el Poblenou,2022-07-05T00:00:00,1,Quotidià alimentari
68,el Poblenou,2022-07-06T00:00:00,0,Grup no definit
68,el Poblenou,2022-07-06T00:00:00,17,Altres
68,el Poblenou,2022-07-06T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
68,el Poblenou,2022-07-06T00:00:00,16,Altres
68,el Poblenou,2022-07-06T00:00:00,16,Altres
68,el Poblenou,2022-07-05T00:00:00,16,Altres
68,el Poblenou,2022-07-05T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
68,el Poblenou,2022-07-06T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
68,el Poblenou,2022-07-05T00:00:00,16,Altres
68,el Poblenou,2021-05-26T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
68,el Poblenou,2021-05-26T00:00:00,9,Ensenyament
68,el Poblenou,2021-05-26T00:00:00,0,Grup no definit
68,el Poblenou,2021-05-26T00:00:00,1,Quotidià alimentari
68,el Poblenou,2021-05-26T00:00:00,15,Sanitat i assistència
68,el Poblenou,2022-07-05T00:00:00,0,Grup no definit
68,el Poblenou,2021-05-26T00:00:00,15,Sanitat i assistència
68,el Poblenou,2021-05-26T00:00:00,16,Altres
68,el Poblenou,2022-07-05T00:00:00,16,Altres
67,la Vila Olímpica del Poblenou,2022-06-23T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
68,el Poblenou,2021-05-25T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
68,el Poblenou,2021-05-25T00:00:00,16,Altres
67,la Vila Olímpica del Poblenou,2022-06-23T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
68,el Poblenou,2021-05-26T00:00:00,1,Quotidià alimentari
68,el Poblenou,2021-05-26T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
68,el Poblenou,2021-05-25T00:00:00,11,Finances i assegurances
68,el Poblenou,2021-05-25T00:00:00,1,Quotidià alimentari
68,el Poblenou,2021-05-26T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
68,el Poblenou,2021-05-25T00:00:00,10,Equipaments culturals i recreatius
68,el Poblenou,2021-05-25T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
68,el Poblenou,2021-05-25T00:00:00,11,Finances i assegurances
68,el Poblenou,2021-05-25T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
68,el Poblenou,2021-05-25T00:00:00,0,Grup no definit
67,la Vila Olímpica del Poblenou,2022-07-01T00:00:00,9,Ensenyament
68,el Poblenou,2021-05-25T00:00:00,1,Quotidià alimentari
68,el Poblenou,2021-05-25T00:00:00,1,Quotidià alimentari
68,el Poblenou,2021-05-25T00:00:00,16,Altres
68,el Poblenou,2021-05-25T00:00:00,1,Quotidià alimentari
68,el Poblenou,2021-05-25T00:00:00,1,Quotidià alimentari
68,el Poblenou,2021-05-25T00:00:00,1,Quotidià alimentari
68,el Poblenou,2021-05-25T00:00:00,16,Altres
68,el Poblenou,2021-05-25T00:00:00,15,Sanitat i assistència
68,el Poblenou,2022-07-04T00:00:00,9,Ensenyament
68,el Poblenou,2021-05-25T00:00:00,3,Parament de la llar
68,el Poblenou,2021-05-25T00:00:00,16,Altres
68,el Poblenou,2022-07-04T00:00:00,16,Altres
68,el Poblenou,2022-07-04T00:00:00,3,Parament de la llar
68,el Poblenou,2022-07-04T00:00:00,16,Altres
68,el Poblenou,2022-07-04T00:00:00,16,Altres
68,el Poblenou,2022-07-04T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
68,el Poblenou,2022-07-04T00:00:00,16,Altres
68,el Poblenou,2022-07-04T00:00:00,16,Altres
68,el Poblenou,2022-07-04T00:00:00,9,Ensenyament
68,el Poblenou,2022-07-04T00:00:00,5,Oci i cultura
68,el Poblenou,2022-07-04T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
